Unnamed: 0,Inhibitor,Metal,Alloy,Temperature_K,pH,Salt_Concentrat_M,Efficiency,Cost/100 gm,Cost,Toxicity,Source,cluster_label
288,Zinc Gluconate,Al,AA2024,301,7,0.05,91,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
289,Zinc Gluconate,Al,AA2024,301,7,0.05,59,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
290,Zinc Gluconate,Al,AA2024,301,7,0.05,92,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
291,Zinc Gluconate,Al,AA2024,301,7,0.05,58,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
292,Zinc Gluconate,Al,AA2024,301,7,0.05,93,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
293,Zinc Gluconate,Al,AA2024,301,7,0.05,51,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
294,Zinc Gluconate,Al,AA2024,301,7,0.05,60,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
295,Zinc Gluconate,Al,AA2024,301,7,0.05,94,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
296,Zinc Gluconate,Al,AA2024,301,7,0.05,50,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
297,Zinc Gluconate,Al,AA2024,301,7,0.05,59,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
298,Zinc Gluconate,Al,AA2024,301,7,0.05,83,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
299,2-[(2-Hydroxyphenyl)methylene]hydrazinecarbothioamide,Al,AA2024,303,7,0.6,60.35,10000,,eye damage toxic aquatic life long lasting effect,,0
300,2-[(2-Hydroxyphenyl)methylene]hydrazinecarbothioamide,Al,AA2024,303,7,0.6,79.18,10000,,eye damage toxic aquatic life long lasting effect,,0
301,2-[(2-Hydroxyphenyl)methylene]hydrazinecarbothioamide,Al,AA2024,303,7,0.6,75.37,10000,,eye damage toxic aquatic life long lasting effect,,0
302,2-[(2-Hydroxyphenyl)methylene]hydrazinecarbothioamide,Al,AA2024,303,7,0.6,88.21,10000,,eye damage toxic aquatic life long lasting effect,,0
303,2-[(2-Hydroxyphenyl)methylene]hydrazinecarbothioamide,Al,AA2024,303,7,0.6,74.9,10000,,eye damage toxic aquatic life long lasting effect,,0
304,2-[(2-Hydroxyphenyl)methylene]hydrazinecarbothioamide,Al,AA2024,303,7,0.6,81.57,10000,,eye damage toxic aquatic life long lasting effect,,0
305,2-[(2-Hydroxyphenyl)methylene]hydrazinecarbothioamide,Al,AA2024,303,7,0.6,76.19,10000,,eye damage toxic aquatic life long lasting effect,,0
306,"2,4-Dihydroxybenzaldehyde thiosemicarbazone",Al,AA2024,303,7,0.6,55.55,10000,,harmful if swallowed and allergic skin reaction,"https://pubchem.ncbi.nlm.nih.gov/compound/2,4-Dihydroxybenzaldehyde%20thiosemicarbazone#section=Safety-and-Hazards",2
307,"2,4-Dihydroxybenzaldehyde thiosemicarbazone",Al,AA2024,303,7,0.6,82.46,10000,,harmful if swallowed and allergic skin reaction,"https://pubchem.ncbi.nlm.nih.gov/compound/2,4-Dihydroxybenzaldehyde%20thiosemicarbazone#section=Safety-and-Hazards",2
308,"2,4-Dihydroxybenzaldehyde thiosemicarbazone",Al,AA2024,303,7,0.6,86.72,10000,,harmful if swallowed and allergic skin reaction,"https://pubchem.ncbi.nlm.nih.gov/compound/2,4-Dihydroxybenzaldehyde%20thiosemicarbazone#section=Safety-and-Hazards",2
309,"2,4-Dihydroxybenzaldehyde thiosemicarbazone",Al,AA2024,303,7,0.6,91.72,10000,,harmful if swallowed and allergic skin reaction,"https://pubchem.ncbi.nlm.nih.gov/compound/2,4-Dihydroxybenzaldehyde%20thiosemicarbazone#section=Safety-and-Hazards",2
310,"2,4-Dihydroxybenzaldehyde thiosemicarbazone",Al,AA2024,303,7,0.6,90,10000,,harmful if swallowed and allergic skin reaction,"https://pubchem.ncbi.nlm.nih.gov/compound/2,4-Dihydroxybenzaldehyde%20thiosemicarbazone#section=Safety-and-Hazards",2
311,"2,4-Dihydroxybenzaldehyde thiosemicarbazone",Al,AA2024,303,7,0.6,86.48,10000,,harmful if swallowed and allergic skin reaction,"https://pubchem.ncbi.nlm.nih.gov/compound/2,4-Dihydroxybenzaldehyde%20thiosemicarbazone#section=Safety-and-Hazards",2
312,"2,4-Dihydroxybenzaldehyde thiosemicarbazone",Al,AA2024,303,7,0.6,89.68,10000,,harmful if swallowed and allergic skin reaction,"https://pubchem.ncbi.nlm.nih.gov/compound/2,4-Dihydroxybenzaldehyde%20thiosemicarbazone#section=Safety-and-Hazards",2
313,"(2,3,4-Trihydroxybenzylidene)hydrazinecarbothioamide",Al,AA2024,303,7,0.6,52.23,10000,,eye damage toxic aquatic life long lasting effect,,0
314,"(2,3,4-Trihydroxybenzylidene)hydrazinecarbothioamide",Al,AA2024,303,7,0.6,78.26,10000,,eye damage toxic aquatic life long lasting effect,,0
315,"(2,3,4-Trihydroxybenzylidene)hydrazinecarbothioamide",Al,AA2024,303,7,0.6,90.86,10000,,eye damage toxic aquatic life long lasting effect,,0
316,"(2,3,4-Trihydroxybenzylidene)hydrazinecarbothioamide",Al,AA2024,303,7,0.6,91.57,10000,,eye damage toxic aquatic life long lasting effect,,0
317,"(2,3,4-Trihydroxybenzylidene)hydrazinecarbothioamide",Al,AA2024,303,7,0.6,95.02,10000,,eye damage toxic aquatic life long lasting effect,,0
318,"(2,3,4-Trihydroxybenzylidene)hydrazinecarbothioamide",Al,AA2024,303,7,0.6,81.56,10000,,eye damage toxic aquatic life long lasting effect,,0
319,"(2,3,4-Trihydroxybenzylidene)hydrazinecarbothioamide",Al,AA2024,303,7,0.6,94.6,10000,,eye damage toxic aquatic life long lasting effect,,0
320,"(2,3,4-Trihydroxybenzylidene)hydrazinecarbothioamide",Al,AA2024,303,7,0.6,95.93,10000,,eye damage toxic aquatic life long lasting effect,,0
321,Triazine-methionine,Al,AA2024,298,0,0,97.41,10000,,eye damage toxic aquatic life long lasting effect,,0
322,Triazine-methionine,Al,AA2024,298,0,0,99.42,10000,,eye damage toxic aquatic life long lasting effect,,0
323,Triazine-methionine,Al,AA2024,298,0,0,99.69,10000,,eye damage toxic aquatic life long lasting effect,,0
324,Triazine-methionine,Al,AA2024,298,0,0,99.79,10000,,eye damage toxic aquatic life long lasting effect,,0
325,Triazine-methionine,Al,AA2024,298,0,0,99.82,10000,,eye damage toxic aquatic life long lasting effect,,0
326,Triazine-methionine,Al,AA2024,298,0,0,95.45,10000,,eye damage toxic aquatic life long lasting effect,,0
327,Triazine-methionine,Al,AA2024,298,0,0,96.75,10000,,eye damage toxic aquatic life long lasting effect,,0
328,Triazine-methionine,Al,AA2024,298,0,0,97.56,10000,,eye damage toxic aquatic life long lasting effect,,0
329,Triazine-methionine,Al,AA2024,298,0,0,97.89,10000,,eye damage toxic aquatic life long lasting effect,,0
330,Triazine-methionine,Al,AA2024,298,0,0,98.37,10000,,eye damage toxic aquatic life long lasting effect,,0
331,Triazine-methionine,Al,AA2024,298,0,0,96.45,10000,,eye damage toxic aquatic life long lasting effect,,0
332,Triazine-methionine,Al,AA2024,298,0,0,98.23,10000,,eye damage toxic aquatic life long lasting effect,,0
333,Triazine-methionine,Al,AA2024,298,0,0,99.23,10000,,eye damage toxic aquatic life long lasting effect,,0
334,Triazine-methionine,Al,AA2024,298,0,0,99.37,10000,,eye damage toxic aquatic life long lasting effect,,0
335,Triazine-methionine,Al,AA2024,298,0,0,99.46,10000,,eye damage toxic aquatic life long lasting effect,,0
336,Benzotriazole,Al,AA2024,293,7,0.05,98.1,18004200,https://www.sigmaaldrich.com/IN/en/product/sial/76457,"harmful if swallowed and inhaled ,eye irritation and toxic to aquatic life with long lasting effects ",https://pubchem.ncbi.nlm.nih.gov/compound/Benzotriazole#section=Safety-and-Hazards,2
337,Benzotriazole,Al,AA2024,293,7,0.05,97.8,18004200,https://www.sigmaaldrich.com/IN/en/product/sial/76457,"harmful if swallowed and inhaled ,eye irritation and toxic to aquatic life with long lasting effects ",https://pubchem.ncbi.nlm.nih.gov/compound/Benzotriazole#section=Safety-and-Hazards,2
338,5-Chlorobenzotriazole,Al,AA2024,293,7,0.05,98.1,456.9,https://m.indiamart.com/proddetail/5-chlorobenzotriazole-cas-94-97-3-25963025555.html,harmful if swallowed,https://pubchem.ncbi.nlm.nih.gov/compound/5-Chlorobenzotriazole#section=Safety-and-Hazards,2
339,5-Chlorobenzotriazole,Al,AA2024,293,7,0.05,97.8,456.9,https://m.indiamart.com/proddetail/5-chlorobenzotriazole-cas-94-97-3-25963025555.html,harmful if swallowed,https://pubchem.ncbi.nlm.nih.gov/compound/5-Chlorobenzotriazole#section=Safety-and-Hazards,2
340,Methyl 1-H-benzotriazole-1-carboxylate,Al,AA2024,293,7,0.05,96.4,309283,https://www.scbt.com/p/methyl-1h-benzotriazole-1-carboxylate-86298-22-8,"damaging to fertility ,and long lasting effect to aquatic life",https://lanxess.com/-/media/Project/Lanxess/Corporate-Internet/07_US-Media/Product-Safety-Assessments/Methyl1Hbenzotriazole-sodium-salt.pdf,0
341,Methyl 1-H-benzotriazole-1-carboxylate,Al,AA2024,293,7,0.05,97.4,309283,https://www.scbt.com/p/methyl-1h-benzotriazole-1-carboxylate-86298-22-8,"damaging to fertility ,and long lasting effect to aquatic life",https://lanxess.com/-/media/Project/Lanxess/Corporate-Internet/07_US-Media/Product-Safety-Assessments/Methyl1Hbenzotriazole-sodium-salt.pdf,0
342,"2-Mercaptobenzothiazole / MBT / 1,3-Benzothiazole-2(3H)-thione",Al,AA2024,293,7,0.05,99.4,2400,https://www.sigmaaldrich.com/IN/en/product/aldrich/m3302?utm_source=google&utm_medium=cpc&utm_campaign=15000381723&utm_content=129438260635&gclid=CjwKCAjwnv-vBhBdEiwABCYQA263dHz9eYWEE8w56kSaXBO8kNX-Dh-ah_1ZbAU6k3aFfNC8nE8hIhoC69YQAvD_BwE,allergic skin reaction and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/2-Mercaptobenzothiazole#section=Safety-and-Hazards,3
343,"2-Mercaptobenzothiazole / MBT / 1,3-Benzothiazole-2(3H)-thione",Al,AA2024,293,7,0.05,98.3,2400,https://www.sigmaaldrich.com/IN/en/product/aldrich/m3302?utm_source=google&utm_medium=cpc&utm_campaign=15000381723&utm_content=129438260635&gclid=CjwKCAjwnv-vBhBdEiwABCYQA263dHz9eYWEE8w56kSaXBO8kNX-Dh-ah_1ZbAU6k3aFfNC8nE8hIhoC69YQAvD_BwE,allergic skin reaction and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/2-Mercaptobenzothiazole#section=Safety-and-Hazards,3
